"word","wordcount","latitude","longitude","country_code"
"Manchester","2","38.68813000","-83.60936000","US"
"Manchester","2","40.06315000","-76.71830000","US"
"Coburg","2","50.25937000","10.96384000","DE"
"Erfurt","2","50.97870000","11.03283000","DE"
"Houston","2","54.39976000","-126.67008000","CA"
"Paul","2","42.60796000","-113.78335000","US"
"Alexandria","2","38.95951000","-84.38799000","US"
"Wettingen","2","47.47049000","8.31636000","CH"
"Altenburg","2","48.64765000","15.59295000","AT"
"Manchester","2","47.55566000","-122.54507000","US"
"Rottweil","2","48.16783000","8.62719000","DE"
"Hindelbank","2","47.04270000","7.54143000","CH"
"Aberdeen","2","33.82511000","-88.54366000","US"
"Halberstadt","2","51.89562000","11.05622000","DE"
"Kaunas","2","54.90272000","23.90961000","LT"
"Maulbronn","2","48.99958000","8.80337000","DE"
"Nur","2","36.31667000","51.98333000","IR"
"Laufen","2","47.93568000","12.92856000","DE"
"Kaiserslautern","2","49.44300000","7.77161000","DE"
"Merrill","2","45.18052000","-89.68346000","US"
"Bratislava","2","48.14816000","17.10674000","SK"
"Bethesda","2","38.98067000","-77.10026000","US"
"Nur","2","52.66826000","22.32207000","PL"
"Philadelphia","2","32.77152000","-89.11673000","US"
"Houston","2","61.63028000","-149.81806000","US"
"Upton","2","53.61466000","-1.28677000","GB"
"Manchester","2","42.15032000","-84.03772000","US"
"Coburg","2","44.13707000","-123.06648000","US"
"Exeter","2","42.98148000","-70.94783000","US"
"Upton","2","42.17454000","-71.60229000","US"
"Mayo","2","7.00222222","126.33194444","PH"
"Delémont","2","47.36493000","7.34453000","CH"
"Täuffelen","2","47.06630000","7.19883000","CH"
"Concepcion","2","11.23651550","123.03578670","PH"
"Wangen","2","47.34365000","7.86982000","CH"
"Minneapolis","2","39.12194000","-97.70670000","US"
"Herborn","2","50.68135000","8.30369000","DE"
"Gotha","2","50.94823000","10.70193000","DE"
"Providence","2","-20.24472000","57.61222000","MU"
"Manchester","2","37.15370000","-83.76186000","US"
"Aberdeen","2","35.13155000","-79.42948000","US"
"Glarus","2","47.04057000","9.06804000","CH"
"Aberdeen","2","57.14369000","-2.09814000","GB"
"Concepcion","2","8.41872210","123.55739490","PH"
"Aberdeen","2","41.43893000","-87.11142000","US"
"Philadelphia","2","18.40005000","-77.32735000","JM"
"Manchester","2","42.48415000","-91.45543000","US"
"Potsdam","2","44.66978000","-74.98131000","US"
"Providence","2","38.57451000","-85.22107000","US"
"Seedorf","2","48.24908000","8.48993000","DE"
"Krauchthal","2","47.00964000","7.56640000","CH"
"Seedorf","2","54.05000000","10.41667000","DE"
"Potsdam","2","17.91872000","-77.66869000","JM"
"Speyer","2","49.32083000","8.43111000","DE"
"Providence","2","33.23340000","-96.96158000","US"
"Montevideo","2","44.94803000","-95.71701000","US"
"Alexandria","2","45.88524000","-95.37754000","US"
"Concepcion","2","15.33908210","120.60927940","PH"
"Coburg","2","-37.75000000","144.96667000","AU"
