Dozentennummer;ProsopID;Institution;Fakultaet;Vollname;Nachname;Vorname;Typ;Beschreibung;Von;Bis;Geburt;Tod;Verwandt
602;4.1.112;Universität;med.;Bettex Marcel Charles;Bettex;Marcel Charles;austritt_unibe;-;;;;;
603;4.1.113;Universität;med.;Beyeler Karl;Beyeler;Karl;geburt;geboren;1902-07-28;;1902-07-28;;
603;4.1.113;Universität;med.;Beyeler Karl;Beyeler;Karl;tod;gestorben;;;;;
603;4.1.113;Universität;med.;Beyeler Karl;Beyeler;Karl;ausbildung;Gymnasium in Bern;;;;;
603;4.1.113;Universität;med.;Beyeler Karl;Beyeler;Karl;ausbildung;Studium in Bern;;;;;
603;4.1.113;Universität;med.;Beyeler Karl;Beyeler;Karl;ausbildung;Staatsexamen Bern;1927-01-01;;;;
603;4.1.113;Universität;med.;Beyeler Karl;Beyeler;Karl;ausbildung;Dr. med. dent. Bern;1928-01-01;;;;
603;4.1.113;Universität;med.;Beyeler Karl;Beyeler;Karl;taetigkeit_vor_Eintritt;Zahnarzt in Bern;;;;;
603;4.1.113;Universität;med.;Beyeler Karl;Beyeler;Karl;lehrtaetigkeit_unibe;PD Zahnheilkunde spez. Paradontose;1943-01-01;;;;
603;4.1.113;Universität;med.;Beyeler Karl;Beyeler;Karl;lehrtaetigkeit_unibe;aoP Zahnärztliche Prothetik;1953-01-01;;;;
